Wine ID,Red/White,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Latitude,Longitude,,,,,,,
206,Red,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,42.06257949,-8.241052976,,,,,,,
207,Red,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,42.06257949,-8.241052976,,,,,,,
208,Red,7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5,42.06257949,-8.241052976,,,,,,,
209,Red,7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,42.06257949,-8.241052976,,,,,,,
210,Red,11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,42.06257949,-8.241052976,,,,,,,
211,Red,9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,42.06257949,-8.241052976,,,,,,,
212,Red,8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,42.06257949,-8.241052976,,,,,,,
213,Red,11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6,42.06257949,-8.241052976,,,,,,,
214,Red,8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5,42.06257949,-8.241052976,,,,,,,
215,Red,7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,42.06257949,-8.241052976,,,,,,,
216,Red,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,42.06257949,-8.241052976,,,,,,,
217,Red,8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5,42.06257949,-8.241052976,,,,,,,
218,Red,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,42.06257949,-8.241052976,,,,,,,
219,Red,7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5,42.06257949,-8.241052976,,,,,,,
220,Red,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,42.06257949,-8.241052976,,,,,,,
221,Red,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,42.06257949,-8.241052976,,,,,,,
222,Red,7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5,42.06257949,-8.241052976,,,,,,,
223,Red,6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,42.06257949,-8.241052976,,,,,,,
224,Red,8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,42.06257949,-8.241052976,,,,,,,
225,Red,8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,42.06257949,-8.241052976,,,,,,,
226,Red,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,42.06257949,-8.241052976,,,,,,,
227,Red,8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,42.06257949,-8.241052976,,,,,,,
228,Red,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,42.06257949,-8.241052976,,,,,,,
229,Red,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,42.06257949,-8.241052976,,,,,,,
230,Red,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,42.06257949,-8.241052976,,,,,,,
231,Red,5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,42.06257949,-8.241052976,,,,,,,
232,Red,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,42.06257949,-8.241052976,,,,,,,
233,Red,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,42.06257949,-8.241052976,,,,,,,
234,Red,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,42.06257949,-8.241052976,,,,,,,
235,Red,8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,42.06257949,-8.241052976,,,,,,,
236,Red,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,42.06257949,-8.241052976,,,,,,,
237,Red,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,42.06257949,-8.241052976,,,,,,,
238,Red,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6,42.06257949,-8.241052976,,,,,,,
239,Red,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,42.06257949,-8.241052976,,,,,,,
240,Red,8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,42.06257949,-8.241052976,,,,,,,
241,Red,8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5,42.06257949,-8.241052976,,,,,,,
242,Red,12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,42.06257949,-8.241052976,,,,,,,
243,Red,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,42.06257949,-8.241052976,,,,,,,
244,Red,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,42.06257949,-8.241052976,,,,,,,
245,Red,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,42.06257949,-8.241052976,,,,,,,
246,Red,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,42.06257949,-8.241052976,,,,,,,
247,Red,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,42.06257949,-8.241052976,,,,,,,
248,Red,8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,5,42.06257949,-8.241052976,,,,,,,
249,Red,7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6,42.06257949,-8.241052976,,,,,,,
250,Red,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,42.06257949,-8.241052976,,,,,,,
251,Red,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,42.06257949,-8.241052976,,,,,,,
252,Red,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,42.06257949,-8.241052976,,,,,,,
253,Red,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5,42.06257949,-8.241052976,,,,,,,
254,Red,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,42.06257949,-8.241052976,,,,,,,
255,Red,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,42.06257949,-8.241052976,,,,,,,
256,Red,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,42.06257949,-8.241052976,,,,,,,
257,Red,9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5,42.06257949,-8.241052976,,,,,,,
258,Red,6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,42.06257949,-8.241052976,,,,,,,
259,Red,7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,42.06257949,-8.241052976,,,,,,,
260,Red,10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7,42.06257949,-8.241052976,,,,,,,
261,Red,7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,5,42.06257949,-8.241052976,,,,,,,
262,Red,7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4,42.06257949,-8.241052976,,,,,,,
263,Red,8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,5,42.06257949,-8.241052976,,,,,,,
264,Red,7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5,42.06257949,-8.241052976,,,,,,,
265,Red,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5,42.06257949,-8.241052976,,,,,,,
266,Red,11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,42.06257949,-8.241052976,,,,,,,
267,Red,8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4,42.06257949,-8.241052976,,,,,,,
268,Red,7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8,42.06257949,-8.241052976,,,,,,,
269,Red,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,42.06257949,-8.241052976,,,,,,,
270,Red,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,42.06257949,-8.241052976,,,,,,,
271,Red,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,42.06257949,-8.241052976,,,,,,,
272,Red,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,42.06257949,-8.241052976,,,,,,,
273,Red,10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,5,42.06257949,-8.241052976,,,,,,,
274,Red,8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5,42.06257949,-8.241052976,,,,,,,
275,Red,7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5,42.06257949,-8.241052976,,,,,,,
276,Red,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,42.06257949,-8.241052976,,,,,,,
277,Red,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,42.06257949,-8.241052976,,,,,,,
278,Red,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,42.06257949,-8.241052976,,,,,,,
279,Red,10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,42.06257949,-8.241052976,,,,,,,
280,Red,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,42.06257949,-8.241052976,,,,,,,
281,Red,11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,42.06257949,-8.241052976,,,,,,,
282,Red,7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,42.06257949,-8.241052976,,,,,,,
283,Red,7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5,42.06257949,-8.241052976,,,,,,,
284,Red,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,42.06257949,-8.241052976,,,,,,,
285,Red,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,42.06257949,-8.241052976,,,,,,,
286,Red,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,42.06257949,-8.241052976,,,,,,,
287,Red,12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,42.06257949,-8.241052976,,,,,,,
288,Red,7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,42.06257949,-8.241052976,,,,,,,
289,Red,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,42.06257949,-8.241052976,,,,,,,
290,Red,11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,42.06257949,-8.241052976,,,,,,,
291,Red,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,42.06257949,-8.241052976,,,,,,,
292,Red,11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,5,42.06257949,-8.241052976,,,,,,,
293,Red,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,42.06257949,-8.241052976,,,,,,,
294,Red,6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,42.06257949,-8.241052976,,,,,,,
295,Red,13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,42.06257949,-8.241052976,,,,,,,
296,Red,10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5,42.06257949,-8.241052976,,,,,,,
297,Red,10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5,42.06257949,-8.241052976,,,,,,,
298,Red,7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,42.06257949,-8.241052976,,,,,,,
299,Red,7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5,42.06257949,-8.241052976,,,,,,,
300,Red,6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,5,42.06257949,-8.241052976,,,,,,,
301,Red,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,42.06257949,-8.241052976,,,,,,,
302,Red,11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6,42.06257949,-8.241052976,,,,,,,
303,Red,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,42.06257949,-8.241052976,,,,,,,
304,Red,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,42.06257949,-8.241052976,,,,,,,
305,Red,8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,42.06257949,-8.241052976,,,,,,,
306,Red,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,42.06257949,-8.241052976,,,,,,,
307,Red,7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5,42.06257949,-8.241052976,,,,,,,
308,Red,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,42.06257949,-8.241052976,,,,,,,
309,Red,10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,42.06257949,-8.241052976,,,,,,,
310,Red,7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,42.06257949,-8.241052976,,,,,,,
311,Red,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,42.06257949,-8.241052976,,,,,,,
312,Red,7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,42.06257949,-8.241052976,,,,,,,
313,Red,9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,42.06257949,-8.241052976,,,,,,,
314,Red,8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,42.06257949,-8.241052976,,,,,,,
315,Red,7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5,42.06257949,-8.241052976,,,,,,,
316,Red,7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,42.06257949,-8.241052976,,,,,,,
317,Red,9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5,42.06257949,-8.241052976,,,,,,,
318,Red,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,42.06257949,-8.241052976,,,,,,,
319,Red,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,42.06257949,-8.241052976,,,,,,,
320,Red,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,42.06257949,-8.241052976,,,,,,,
321,Red,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,42.06257949,-8.241052976,,,,,,,
322,Red,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5,42.06257949,-8.241052976,,,,,,,
323,Red,7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,42.06257949,-8.241052976,,,,,,,
324,Red,10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6,42.06257949,-8.241052976,,,,,,,
325,Red,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,42.06257949,-8.241052976,,,,,,,
326,Red,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,42.06257949,-8.241052976,,,,,,,
327,Red,11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,42.06257949,-8.241052976,,,,,,,
328,Red,10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5,42.06257949,-8.241052976,,,,,,,
329,Red,13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,42.06257949,-8.241052976,,,,,,,
330,Red,10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5,42.06257949,-8.241052976,,,,,,,
331,Red,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,42.06257949,-8.241052976,,,,,,,
332,Red,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,42.06257949,-8.241052976,,,,,,,
333,Red,8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,42.06257949,-8.241052976,,,,,,,
334,Red,8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,5,42.06257949,-8.241052976,,,,,,,
335,Red,7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,42.06257949,-8.241052976,,,,,,,
336,Red,11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,42.06257949,-8.241052976,,,,,,,
337,Red,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,42.06257949,-8.241052976,,,,,,,
338,Red,7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5,42.06257949,-8.241052976,,,,,,,
339,Red,12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,42.06257949,-8.241052976,,,,,,,
340,Red,12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,42.06257949,-8.241052976,,,,,,,
341,Red,12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,42.06257949,-8.241052976,,,,,,,
342,Red,10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6,42.06257949,-8.241052976,,,,,,,
343,Red,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,42.06257949,-8.241052976,,,,,,,
344,Red,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,42.06257949,-8.241052976,,,,,,,
345,Red,11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,42.06257949,-8.241052976,,,,,,,
346,Red,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,42.06257949,-8.241052976,,,,,,,
347,Red,6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7,42.06257949,-8.241052976,,,,,,,
348,Red,13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,42.06257949,-8.241052976,,,,,,,
349,Red,9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,42.06257949,-8.241052976,,,,,,,
350,Red,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,42.06257949,-8.241052976,,,,,,,
351,Red,10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,42.06257949,-8.241052976,,,,,,,
352,Red,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,42.06257949,-8.241052976,,,,,,,
353,Red,7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5,42.06257949,-8.241052976,,,,,,,
354,Red,13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,5,42.06257949,-8.241052976,,,,,,,
355,Red,6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,42.06257949,-8.241052976,,,,,,,
356,Red,6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,42.06257949,-8.241052976,,,,,,,
357,Red,11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5,42.06257949,-8.241052976,,,,,,,
358,Red,10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,42.06257949,-8.241052976,,,,,,,
359,Red,11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,42.06257949,-8.241052976,,,,,,,
360,Red,12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,42.06257949,-8.241052976,,,,,,,
361,Red,8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,42.06257949,-8.241052976,,,,,,,
362,Red,8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,42.06257949,-8.241052976,,,,,,,
363,Red,11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,5,42.06257949,-8.241052976,,,,,,,
364,Red,12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,5,42.06257949,-8.241052976,,,,,,,
365,Red,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,42.06257949,-8.241052976,,,,,,,
366,Red,10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,42.06257949,-8.241052976,,,,,,,
367,Red,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,42.06257949,-8.241052976,,,,,,,
368,Red,10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,42.06257949,-8.241052976,,,,,,,
369,Red,10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,5,42.06257949,-8.241052976,,,,,,,
370,Red,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,42.06257949,-8.241052976,,,,,,,
371,Red,6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5,42.06257949,-8.241052976,,,,,,,
372,Red,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,42.06257949,-8.241052976,,,,,,,
373,Red,9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,42.06257949,-8.241052976,,,,,,,
374,Red,7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5,42.06257949,-8.241052976,,,,,,,
375,Red,14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6,42.06257949,-8.241052976,,,,,,,
376,Red,11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7,42.06257949,-8.241052976,,,,,,,
377,Red,11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,42.06257949,-8.241052976,,,,,,,
378,Red,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,42.06257949,-8.241052976,,,,,,,
379,Red,11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6,41.67111541,-8.67620774,,*,,,,,
380,Red,8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,42.06257949,-8.241052976,,,,,,,
381,Red,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,42.06257949,-8.241052976,,,,,,,
382,Red,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,42.06257949,-8.241052976,,,,,,,
383,Red,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,42.06257949,-8.241052976,,,,,,,
384,Red,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,42.06257949,-8.241052976,,,,,,,
385,Red,7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5,42.06257949,-8.241052976,,,,,,,
386,Red,7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,42.06257949,-8.241052976,,,,,,,
387,Red,7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,42.06257949,-8.241052976,,,,,,,
388,Red,8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,42.06257949,-8.241052976,,,,,,,
389,Red,7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,42.06257949,-8.241052976,,,,,,,
390,Red,9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,42.06257949,-8.241052976,,,,,,,
391,Red,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,42.06257949,-8.241052976,,,,,,,
392,Red,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,42.06257949,-8.241052976,,,,,,,
393,Red,9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,42.06257949,-8.241052976,,,,,,,
394,Red,8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,42.06257949,-8.241052976,,,,,,,
395,Red,12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,42.06257949,-8.241052976,,,,,,,
396,Red,12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,42.06257949,-8.241052976,,,,,,,
397,Red,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,42.06257949,-8.241052976,,,,,,,
398,Red,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,42.06257949,-8.241052976,,,,,,,
399,Red,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,42.06257949,-8.241052976,,,,,,,
400,Red,8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,42.06257949,-8.241052976,,,,,,,
401,Red,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,42.06257949,-8.241052976,,,,,,,
402,Red,7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,42.06257949,-8.241052976,,,,,,,
403,Red,12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,42.06257949,-8.241052976,,,,,,,
404,Red,11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,42.06257949,-8.241052976,,,,,,,
405,Red,7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,42.06257949,-8.241052976,,,,,,,
406,Red,8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,42.06257949,-8.241052976,,,,,,,
407,Red,9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,42.06257949,-8.241052976,,,,,,,
408,Red,12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,42.06257949,-8.241052976,,,,,,,
409,Red,10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,42.06257949,-8.241052976,,,,,,,
410,Red,12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,42.06257949,-8.241052976,,,,,,,
411,Red,9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,42.06257949,-8.241052976,,,,,,,
412,Red,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,42.06257949,-8.241052976,,,,,,,
413,Red,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,42.06257949,-8.241052976,,,,,,,
